Stop_ID,Stop_name,Lat,Lon,routes
2607,Millbank Lawns,53.28161326,-6.350287303,77A
2608,Homelawns Road,53.28271906,-6.347710135,77A
2609,Avonmore Drive,53.28477629,-6.343101304,77A
2610,Bolbrook,53.28745211,-6.340972878,77A
2611,Rugby Club,53.2869079,-6.34061899,77A
2613,Homelawn Road,53.28249635,-6.347853704,77A
2614,Millbank Lawns,53.2814204,-6.350639663,77A
2615,New Bawn Park,53.2806734,-6.35512246,77A
2616,St. Maelruan's Park,53.28465939,-6.360653641,"75, 77A"
2617,Tallaght Community Arts,53.28671002,-6.362060017,"75, 77A"
2618,Belgard Inn,53.29872847,-6.371352082,76
2619,Belgard Inn,53.30267473,-6.376663501,76
2620,Mayberry Road,53.29872131,-6.370827249,76
2621,Blessington Road,53.28216793,-6.389543655,"27, 56A"
2622,Cookstown Road,53.28379987,-6.392586818,"27, 56A"
2623,Cookstown Road,53.28552088,-6.394906953,27
2624,Rossfield,53.28875539,-6.400170509,27
2626,Roundabout,53.2859119,-6.407311025,27
2628,Rossfield Avenue,53.28887071,-6.40408107,27
2629,Blessington Road,53.28819525,-6.398616515,27
2631,Blessington Road,53.2822321,-6.388971349,"27, 56A"
2632,Bancroft,53.28911309,-6.357723178,27
2633,Airton Road,53.29409097,-6.355657032,27
2634,Grove Road,53.33290004,-6.275365088,"54A, 49"
2635,Lombard Street West,53.33424183,-6.27492054,"54A, 49"
2636,Long Lane,53.33658044,-6.273174332,"54A, 49"
2637,Heuston Station,53.34588385,-6.293841039,"25X, 25A, 25B, 79A, 79, 69X"
2638,Military Road,53.34565854,-6.296944087,"79A, 79"
2640,Memorial Park,53.34208721,-6.310002243,"79, 69"
2641,Camac Court,53.34196558,-6.315383615,"79, 69"
2642,Inchicore Road,53.34118192,-6.319724687,"40, 69"
2643,Woodfield Place,53.34152307,-6.320972798,"40, 79"
2644,St. Mary's Avenue,53.34199038,-6.327367256,"40, 79A, 79"
2645,Seven Oaks,53.34169632,-6.33075786,"79A, 79"
2646,Ranville Road,53.34149407,-6.33364924,"79A, 79"
2647,Markievicz Park,53.34064707,-6.338007398,"79A, 79"
2648,Ramillies Road,53.33972302,-6.342653701,"79A, 79"
2649,Thomond Road,53.33911037,-6.345786032,"79A, 79"
2650,Kylemore Road,53.33776556,-6.346679023,"79A, 79"
2652,Kylemore Avenue,53.33884761,-6.348228982,"18, 79A, 79"
2653,Ballyfermot Crescent,53.34021992,-6.348671523,"18, 79A, 79"
2654,Ballyfermot Road,53.34128326,-6.348870721,"18, 79A, 79"
2655,Ballyfermot Parade,53.34213795,-6.352832566,"76, 40, 18, 79A, 79"
2656,Drumfinn Road,53.34262329,-6.358701097,"76, 40, 18, 79A, 79"
2657,Le Fanu Park,53.34131685,-6.361739856,"79A, 79"
2658,Oranmore Road,53.33916223,-6.361266814,"79A, 79"
2659,Raheen Park,53.33703001,-6.360462595,"79A, 79"
2660,Raheen Park,53.33577483,-6.360690935,"79A, 79"
2661,Railway Station,53.33548586,-6.365176769,"79A, 79"
2662,Cherry Orchard Way,53.33679332,-6.370082169,"79A, 79"
2663,Croftwood Crescent,53.33691379,-6.37034787,"79A, 79"
2664,Railway Station,53.33560099,-6.365052238,"79A, 79"
2665,Raheen Park,53.33588036,-6.360521711,"79A, 79"
2666,Cherry Orchard Drive,53.33778997,-6.360823878,"79A, 79"
2667,Le Fanu Park,53.34069742,-6.361793638,"79A, 79"
2668,Community Centre,53.34302775,-6.363281252,"76, 40, 18"
2669,Swiftbrook,53.28502568,-6.406234124,27
2670,Spiddal Park,53.34038973,-6.36754218,79
2672,Blackditch Road,53.34333076,-6.367685142,"76, 40, 18"
2673,Cherry Orchard I.E.,53.34378491,-6.37263903,"76, 40, 18"
2674,Sports Club,53.34755986,-6.38919765,40
2675,Harelawn,53.34781651,-6.395571565,"76, 40"
2676,Wood Avens,53.33662292,-6.404686198,40
2678,Rowlagh,53.34348704,-6.407178359,"40, 239"
2679,Balgaddy Road,53.34147238,-6.407749045,40
2680,Balgaddy Road,53.33877016,-6.407984873,40
2681,Balgaddy Road,53.3417365,-6.408009528,"40, 239"
2682,St. Mark's Grove,53.34558316,-6.406649637,"40, 239"
2685,Greenfort,53.34792713,-6.395777694,"76, 40"
2686,Sports Club,53.34757991,-6.388686209,"76, 40"
2687,Cherry Orchard I.E.,53.34387943,-6.372320034,"76, 40, 18"
2688,Cleggan Park,53.3434633,-6.368175697,"76, 40, 18"
2689,Community Centre,53.34310579,-6.363728821,"76, 40, 18"
2696,Drumfinn Road,53.34268741,-6.358788745,"76, 40, 18, 79A, 79"
2697,Ballyfermot Parade,53.3422689,-6.353202977,"76, 40, 18, 79A, 79"
2700,Ballyfermot Road,53.34125989,-6.348481156,"18, 79A, 79"
2701,Roundabout,53.34016897,-6.348237981,"18, 79A, 79"
2702,Landen Road,53.33809349,-6.347642436,"18, 79A, 79"
2703,Cremona Road,53.3382845,-6.346508778,"79A, 79"
2704,Ranville Road,53.33923908,-6.345345548,"79A, 79"
2706,Garryowen Road,53.34003307,-6.341680552,"79A, 79"
2708,Lally Road,53.34183329,-6.332840045,"79A, 79"
2709,St. Laurence Road,53.34299236,-6.333455644,40
2710,O'Hogan Road,53.34211488,-6.339497198,40
2711,Markievicz Park,53.34178332,-6.341507503,40
2712,Lynch's Lane,53.34245964,-6.345551249,40
2713,Kylemore Road,53.34248045,-6.347052288,40
2714,Markievicz Park,53.3419049,-6.341848204,40
2715,O'Hogan Road,53.34255171,-6.338594133,40
2716,Longmeadows Park,53.34284042,-6.332230046,40
2717,Seaview Avenue,53.35723411,-6.237454003,53
2718,St. Mary's Avenue,53.34228205,-6.327656207,"40, 79A, 79"
2719,Woodfield Place,53.34164556,-6.32009693,"40, 79"
2720,St Mary's Road North,53.35205525,-6.23308598,53
2721,Memorial Road,53.34327143,-6.310481064,"25X, 25A, 25B, 79A"
2722,Memorial Park,53.34343689,-6.311375653,"25A, 25X, 25B, 79A, 79, 69"
2725,Westgate Business Park,53.31082816,-6.354458518,56A
2726,Slieve Bloom Park,53.32381523,-6.330480194,"151, 18, 56A"
2727,Drimnagh Castle,53.32375897,-6.332884293,"151, 18, 56A"
2728,Long Mile Road,53.32136125,-6.339477547,56A
2729,Walkinstown Park,53.31910121,-6.335962839,56A
2730,Roundabout,53.31793522,-6.334207024,56A
2733,Smurfitt,53.31646243,-6.342684609,56A
2734,Ballymount Drive,53.31638501,-6.345524361,56A
2735,Industrial Estate,53.31377369,-6.356881619,56A
2736,Industrial Estate,53.31236342,-6.357596132,56A
2737,Kingswood Avenue,53.30497238,-6.365892627,56A
2738,Community Centre,53.30636511,-6.367174946,56A
2739,St. Killian's School,53.30723995,-6.370022715,56A
2740,Belgard Road,53.30407206,-6.376970611,56A
2741,Belgard Inn,53.30229476,-6.378463422,56A
2742,Luas Station,53.30005284,-6.382809349,56A
2743,Ard Mhuire School,53.29844498,-6.386200744,56A
2745,Belgard Green,53.29361867,-6.388212839,56A
2746,St. Mark's School,53.29134328,-6.387443481,56A
2747,St. Mark's GAA Club,53.28926156,-6.387701883,56A
2748,Maplewood Road,53.28608411,-6.389351377,56A
2750,Maplewood Road,53.28655368,-6.389513699,56A
2751,St. Mark's GAA Club,53.28890546,-6.387955285,56A
2752,St. Mark's School,53.29097024,-6.387772538,56A
2753,Belgard Green,53.29389182,-6.388472577,56A
2754,Ard Mhuire School,53.29798819,-6.386983106,56A
2755,Ard Mhuire School,53.30004056,-6.38322991,56A
2756,Belgard Inn,53.30233253,-6.378597029,56A
2762,Belgard Castle,53.31118088,-6.389517216,76
2763,Belgard Castle,53.30880916,-6.386275045,76
2764,Belgard Road,53.30436463,-6.376674419,56A
2765,Community Centre,53.30705631,-6.368424075,56A
2766,Kingswood Avenue,53.30455606,-6.365683449,56A
2767,Westgate Business Park,53.31064353,-6.354105446,56A
2768,Industrial Estate,53.31377721,-6.357136625,56A
2769,Ballymount Avenue,53.31490797,-6.353100873,56A
2770,Ballymount Drive,53.31654147,-6.345788477,56A
2771,Smurfitt,53.31653221,-6.342531812,56A
2772,Industrial Estate,53.31232099,-6.357777855,56A
2773,Ballymount Square,53.31721268,-6.337177044,56A
2774,Roundabout,53.31825154,-6.334975222,56A
2775,Long Mile Road,53.32276783,-6.341089206,56A
2777,Walkinstown Park,53.31916055,-6.336350797,56A
2778,Drimnagh Castle,53.32401504,-6.331913543,"151, 18, 56A"
2780,Long Mile Road,53.32567565,-6.342072307,18
2781,Old Naas Road,53.32795399,-6.343680465,18
2782,Bluebell Ave,53.33066807,-6.34560224,18
2783,Jamestown Road,53.33543995,-6.346844061,18
2784,Jamestown Road,53.33523878,-6.346596572,18
2785,Bluebell Ave,53.33008378,-6.344949218,18
2786,Old Naas Road,53.32790553,-6.343427116,18
2787,Long Mile Road,53.32510053,-6.341434064,18
2788,Castlewood Park,53.32282945,-6.263326579,18
2789,Charleston Road,53.32369125,-6.259553584,18
2790,Oakley Road,53.32462831,-6.256633069,18
2791,Chelmsford Avenue,53.32501389,-6.255341285,18
2793,Charleston Road,53.32325282,-6.260922498,18
2794,Castlewood Park,53.32261031,-6.264326247,18
2795,Appian Way,53.32852078,-6.246249985,"145, 46A, 116, 41X"
2796,Baggot Street,53.33273542,-6.240701615,18
2797,Northumberland Road,53.33239469,-6.236496386,18
2798,Northumberland Road,53.33199889,-6.23586707,18
2799,Wellington Road,53.33269178,-6.242009736,18
2800,DART Station,53.32711868,-6.22257149,18
2801,Wilfield Park,53.32925314,-6.218639144,18
2804,Newgrove Avenue,53.33232226,-6.210508164,"1, 47"
2806,Gilford Road,53.33037714,-6.216265063,18
2807,Wilfield Park,53.32937576,-6.218423837,18
2808,DART Station,53.32756632,-6.221246707,18
2809,Pearse Station,53.34302651,-6.249844935,"44, 61"
2810,Merrion Street,53.34079645,-6.251002553,"44, 61, 67, 26, 66, 66A"
2811,Natural History Museum,53.33935928,-6.252292811,"44, 61"
2812,Mercer Charlotte House,53.33192733,-6.262221251,"44, 61"
2813,Mount Pleasent Park,53.32870235,-6.258643938,"44, 61"
2814,Charleston Road,53.32602435,-6.25560031,"44, 61"
2815,Little Grove,53.31585056,-6.245238592,"44, 61"
2816,Glenmalure Square,53.31425655,-6.246249537,"44, 61"
2817,Dundrum Road,53.31115193,-6.247832557,"44, 61"
2818,Emmet House,53.30794012,-6.246403417,"44, 61"
2819,Bird Avenue,53.30548489,-6.245693737,"44, 61"
2820,Dundrum Retail Park,53.30325732,-6.245184866,"44, 61, 17"
2822,Hospital,53.30125048,-6.24562726,"44, 61, 17"
2823,Annaville Close,53.29745038,-6.24636814,"44, 61, 17"
2824,Taney Road,53.29349591,-6.245780072,44
2825,Luas Station,53.29247909,-6.245701731,"44, 161"
2826,Castle View,53.28951759,-6.243573073,"44, 14, 14C"
2827,Citizen Advice Centre,53.28803601,-6.241233924,44
2828,Riversdale,53.28617423,-6.238715588,44
2829,Balally Road,53.28440233,-6.236808695,44
2830,Dun Emer Road,53.28234992,-6.233563737,44
2831,Balally Hill,53.27905741,-6.231555046,44
2832,Clonard Road,53.27725072,-6.230340003,44
2833,Blackthorn Drive,53.27438272,-6.229078967,44
2835,St. Mary's Church,53.270479,-6.22586681,44
2836,Blackthorn Drive,53.27542419,-6.229605726,44
2837,Clonard Road,53.27735442,-6.230665627,"44, 116"
2838,Ballawley Park,53.27974766,-6.232036432,"44, 116"
2839,Ballawley Park,53.2828605,-6.2340526,"44, 116"
2840,Pallottine Fathers,53.28432481,-6.237036861,"44, 116"
2841,Balally Road,53.28717438,-6.240099376,44
2842,Castle View,53.28786877,-6.246355622,"75, 14, 14C"
2843,Lynwood,53.28426241,-6.245603423,"75, 14, 14C"
2844,Ashlawn,53.28264324,-6.244904877,"75, 14, 14C"
2845,Mayfield Terrace,53.27950228,-6.244628688,"75, 14, 14C, 116"
2846,Ballinteer Park,53.27724132,-6.247960436,"75, 14, 14C, 116"
2847,Ballinteer Court,53.27625377,-6.249875257,"75, 14, 14C, 116"
2848,Ballinteer Drive,53.27539184,-6.255458662,"75, 14, 14C, 116"
2849,Broadford Park,53.27742722,-6.255120833,"75, 14, 14C, 116"
2850,Broadford Drive,53.2796988,-6.255568166,"75, 14, 14C, 116"
2851,Broadford Walk,53.28069021,-6.258212238,"75, 14, 14C, 116"
2852,Stone Masons Way,53.28067613,-6.260942253,"75, 14, 14C, 116"
2853,Stone Masons Way,53.2808341,-6.260680889,75
2854,Broadford Walk,53.2807119,-6.257236553,"75, 14"
2855,Chestnut Grove,53.27920693,-6.25512331,"75, 14"
2856,Broadford Lawn,53.27716453,-6.254981578,"75, 14"
2857,Ballinteer Drive,53.27475296,-6.255409707,"75, 14"
2858,Ballintyre Woods,53.27517639,-6.252408451,"75, 14"
2859,Ballinteer Park,53.27700803,-6.248599797,"75, 14"
2860,Mayfield Terrace,53.27814953,-6.246153747,"75, 14"
2861,Wesley College,53.2795779,-6.244880531,"75, 14"
2862,Lynwood,53.2828801,-6.245120136,"75, 14"
2863,Wyckham Park Road,53.28334352,-6.245461095,"75, 14"
2864,Castlebrook,53.28610395,-6.246142924,"75, 14"
2865,Castle View,53.28969533,-6.244045786,"44, 14"
2866,Shopping Centre,53.29151771,-6.245726127,"44, 14"
2867,Notre Dame School,53.29399709,-6.249914985,"61, 17, 161"
2868,The Oaks,53.29400603,-6.249299553,"61, 17, 161"
2872,Emerald Briar,53.289437,-6.236286353,75
2873,Eden Park Road,53.28885962,-6.232500173,75
2874,Eden Park Avenue,53.28732757,-6.227988621,75
2877,Hazel Villas,53.28509249,-6.219741914,75
2878,Lakelands,53.28433673,-6.216083749,75
2879,Marsham Court,53.28467625,-6.210550175,75
2880,Marsham Court,53.28423816,-6.21490299,75
2882,Lakelands Lawn,53.28463263,-6.218441172,75
2883,Sweet Briar Lane,53.28562616,-6.221774556,75
2885,Eden Park Avenue,53.28707026,-6.22760929,75
2886,Eden Park Road,53.28834645,-6.231231385,75
2887,Birch's Lane,53.2891482,-6.233778257,75
2892,Ophaly Court,53.29535342,-6.246184014,"44, 61, 17"
2893,Frankfort,53.29766905,-6.246569221,"44, 61, 17"
2894,Hospital,53.30093151,-6.245940417,"44, 61, 17"
2895,Business Park,53.30304284,-6.245268686,"44, 61, 17"
2896,Bird Avenue,53.30598402,-6.246018407,"44, 61"
2897,Luke's Crescent,53.30819494,-6.246618072,"44, 61"
2898,Dundrum Road,53.31116554,-6.248147161,"44, 61"
2899,Glenmalure Square,53.31636059,-6.245082582,"44, 61"
2900,Charleston Road,53.3259273,-6.255724373,"44, 61"
2901,Mount Pleasent Park,53.32733368,-6.258474485,"44, 61"
2902,Northbrook Road,53.32887806,-6.2589821,"44, 61"
2903,Mercer Charlotte House,53.33196719,-6.262489899,"44, 61"
2906,Elmdale,53.33891394,-6.373335096,79
2907,Orchard Lawns,53.34025506,-6.372157728,79
2908,Spiddal Park,53.33969494,-6.367343459,79
2909,Health Centre,53.33740904,-6.373707721,"79A, 79"
2910,Blackditch Road,53.34106578,-6.371631256,79
2911,Cherry Orchard Park,53.33874387,-6.37338662,79
2912,Lord Edward Street,53.34463026,-6.267351927,"79A, 79, 69"
2914,Stratford,53.31095498,-6.273773676,"14, 15B"
2915,Bushy Park Road,53.30939898,-6.273701397,15B
2916,Victoria Road,53.30763729,-6.274942975,15B
2917,Meadowbank,53.3074868,-6.277590151,15B
2918,Riversdale Avenue,53.30737142,-6.280806135,15B
2919,Rathfarnham Court House,53.29592427,-6.285436564,61
2920,Whitechurch Road,53.29381368,-6.287426291,61
2921,Willbrook Park,53.29127273,-6.289493016,61
2922,Fonthill Road,53.28912993,-6.290493616,61
2923,Willowbank Drive,53.28718048,-6.29181638,61
2924,Cuerton House,53.28581901,-6.294030501,"61, 15B"
2925,Ballyboden Crescent,53.28333463,-6.296289157,"61, 15B"
2927,Edmonstown Green,53.27712585,-6.297060972,161
2929,Golf Club,53.27182371,-6.299011015,161
2930,Kilmashogue Cemetery,53.26790452,-6.298357018,161
2933,Rockbrook Park School,53.26186168,-6.297532651,161
2934,Rockbrook Park School,53.26209717,-6.29765821,161
2935,Rockbrook Park School,53.26413055,-6.297172676,161
2936,Kilmashogue Cemetery,53.26609913,-6.297814051,161
2937,Golf Club,53.26864776,-6.298792272,161
2938,Golf Club,53.27164511,-6.299093074,161
2940,Edmonstown Green,53.2802958,-6.297489809,161
2941,Ballyboden Crescent,53.28308888,-6.296703871,"61, 15B"
2942,Ballyboden Crescent,53.2849199,-6.29526619,"61, 15B"
2943,River Bank House,53.28727181,-6.29191773,61
2944,Cuerton House,53.2900434,-6.29026214,61
2945,Fairbrook Lawn,53.29167589,-6.289401904,61
2946,Whitechurch Road,53.29451263,-6.287278313,61
2947,Willbrook Park,53.29625362,-6.285213339,61
2948,Ballyboden Crescent,53.2819399,-6.296179673,"61, 161"
2949,Moyville Lawns,53.28167309,-6.293235838,"61, 161"
2950,Palmer Park,53.2817671,-6.288507957,"61, 161"
2954,Glenmore Park,53.27804129,-6.286302475,"61, 116, 161"
2955,Lady of Good Council,53.27786298,-6.289533725,"61, 116"
2956,Whitechurch Green Junction Glenmore Park,53.27811998,-6.286149367,"61, 161"
2957,St. Margaret's Rd,53.39625088,-6.302533368,40
2958,Mellowes Park,53.39439571,-6.301013302,40
2959,Blanchardstown,53.39414778,-6.392130115,37
2960,Shopping Centre,53.39425105,-6.388457299,"17A, 238, 220"
2961,Woodview Park,53.37883298,-6.358496248,38
2962,Killarney Pk,53.19620073,-6.121588169,145
2963,Killarney Heights,53.19452639,-6.127139359,145
2964,Cloverhill,53.19155355,-6.129005019,145
2965,Taylor's Lane,53.28037666,-6.284319436,"61, 161"
2966,Hermitage Avenue,53.28277353,-6.279124217,16
2967,Eden Avenue,53.28136689,-6.276946167,"16, 161"
2968,Hockey Club,53.28033809,-6.273553294,"16, 161"
2969,Highfield Avenue,53.27941215,-6.270441361,"16, 161"
2970,Tara Hill Road,53.27818048,-6.267326932,"16, 161"
2971,The Priory,53.27630175,-6.264223907,16
2973,Set Down  Stop,53.20476734,-6.101212545,184
2975,Stone Masons Way,53.27185598,-6.247865816,16
2976,Grange Hall,53.27204802,-6.255444893,"16, 16C"
2977,Ballinteer Avenue,53.27357354,-6.260195988,"16, 16C"
2978,Stone Masons Way,53.27699445,-6.265500456,"16, 16C, 116"
2979,Highfield Avenue,53.27849984,-6.268273767,"16, 16C, 116, 161"
2980,Hockey Club,53.28005202,-6.273039942,"16, 16C, 116, 161"
2981,Ballinteer Avenue,53.2813092,-6.277308419,"16, 16C, 116, 161"
2983,Pearse Brothers Park,53.28152832,-6.287527686,"61, 161"
2984,Ballyboden Crescent,53.28151783,-6.29369194,"61, 161"
2985,Rathfarnham Road,53.30729689,-6.283120087,15B
2986,Meadowbank,53.30759805,-6.276580248,15B
2988,Bushy Park Road,53.30838044,-6.273502389,15B
2989,Orwell Gardens,53.30803199,-6.270545162,14
2990,Orwell Gardens,53.30620462,-6.267257712,14
2991,Hermitage Avenue,53.28330764,-6.279387712,"16, 16C"
2992,The Priory,53.28461879,-6.281179816,"16, 16C"
2993,Killarney Heights,53.19444033,-6.127382584,145
2994,Killarney Pk,53.19664014,-6.122092831,145
2995,Monaloe Crescent,53.2701717,-6.159938499,"63, 84"
2996,Old Bray Road,53.27075442,-6.167425308,145
2997,Florence Road,53.20312304,-6.109728437,"45A, 145"
2998,Mount Carmel Hospital,53.30448277,-6.263816204,"14, 14C"
2999,Orwell Gardens,53.30603438,-6.267294617,"14, 14C"
3000,Rostrevor Terrace,53.30786197,-6.270597054,"14, 14C"
3001,Zion Road,53.31018223,-6.273789849,"14, 14C, 15B"
3002,Terenure Road East,53.31121236,-6.274168495,"14, 14C, 15B"
3003,Church,53.28026867,-6.340186392,49
3004,Park Avenue,53.28212882,-6.340804173,49
3005,Carriglea Ave,53.27852337,-6.34200856,49
3006,Ballycullen Drive,53.27845408,-6.331244121,65B
3007,Woodstown,53.27618696,-6.331092521,15
3008,Railpark,53.37399406,-6.586465884,67
3011,Dundrum Road,53.30514209,-6.244387303,17
3012,Dundrum Road,53.30528206,-6.244126465,17
3014,White Oak,53.30014871,-6.233099232,11
3015,Larchfield Rd,53.2984684,-6.233738726,11
3016,Willowfield Avenue,53.29642876,-6.233177787,11
3017,Hollywood Park,53.29433971,-6.231103758,11
3018,Drummartin Terrace,53.29202004,-6.228634443,11
3019,Kilmacud Lawn,53.29026677,-6.227386955,11
3020,Drummartin Rd,53.28919719,-6.224971239,11
3021,Sweet Briar Lane,53.28908002,-6.221331105,11
3022,Mount Anville School,53.28884487,-6.217020905,11
3023,Mount Anville School,53.2887869,-6.217953311,11
3024,Drummartin Park,53.28897577,-6.222175432,11
3025,Drummartin Rd,53.28900129,-6.225699358,11
3026,Eden Park Drive,53.29085035,-6.227947813,11
3027,Drummartin Terrace,53.2921965,-6.229017168,11
3028,Farmhill Park,53.2947068,-6.231613656,11
3029,Goatstown Ave,53.29630411,-6.233257945,11
3030,Larchfield Rd,53.29915696,-6.233500261,11
3031,Roebuck Downs,53.30142194,-6.233496791,11
3032,Blackrock Park,53.30232108,-6.182083767,"7, 17"
3033,George's Avenue,53.30192002,-6.178184612,"7, 17"
3034,Frascati Road,53.29962859,-6.174696257,7
3036,Montpellier Manor,53.29584418,-6.167641466,7
3037,Church,53.29550006,-6.165720894,7
3038,Belgrave Square East,53.29475225,-6.160937268,7
3039,Albany Avenue,53.29434598,-6.157909325,7
3040,Monkstown Crescent,53.29382349,-6.154346383,7
3041,Longford Terrace,53.29402828,-6.149581959,7
3042,De Vesci Terrace,53.29505493,-6.146237083,7
3044,Station Road,53.27989638,-6.120708603,59
3045,Church Road,53.19742161,-6.108991443,"84, 45A, 184"
3046,Shopping Centre,53.29190718,-6.135167537,59
3047,Mellifont Avenue,53.29017029,-6.131013039,"45A, 7, 59"
3048,Train Station,53.28839071,-6.127010742,59
3049,Station,53.28740587,-6.124398894,59
3050,Adelaide Road,53.28694855,-6.122184009,59
3051,Buckley Galleries,53.28612385,-6.117765423,59
3052,Sandycove Ave,53.28582665,-6.114883666,59
3053,Castlepark Rd,53.28560851,-6.111323504,59
3054,Our Lady's Manor,53.28410179,-6.107565348,59
3055,South Winds,53.28182663,-6.106931007,59
3056,Church Road,53.28030086,-6.10707344,59
3057,Church Road,53.27827822,-6.107057863,"7D, 59"
3058,Church Road,53.27839909,-6.107877328,59
3059,Church Road,53.28000469,-6.107101528,"7D, 59"
3060,The Paddocks,53.28214148,-6.106947084,"7D, 59"
3061,Our Lady's Manor,53.28415949,-6.107802775,"7D, 59"
3062,Castlepark Rd,53.2855712,-6.111805118,"7D, 59"
3063,Buckley Galleries,53.28597467,-6.116287067,"7D, 59"
3064,Buckley Galleries,53.28608652,-6.119386974,"7D, 59"
3065,Adelaide Road,53.28697548,-6.122752808,"7D, 59"
3066,Glasthule Church,53.28765991,-6.125692739,"7D, 59"
3067,Train Station,53.28845025,-6.127368136,"7D, 59"
3068,Glenageary Road,53.28982925,-6.130472911,"45A, 7, 59"
3069,Corrig Avenue,53.29075303,-6.132637683,"45A, 7, 59"
3070,Mulgrave Street,53.2921151,-6.135818534,"45A, 7, 59"
3071,Queen's Road,53.29498448,-6.145174977,7
3072,Grosvenor Terrace,53.29418522,-6.148690061,7
3073,Willow Bank,53.29378902,-6.155022949,7
3074,Drayton Close,53.2944928,-6.15926819,7
3075,Queen's Park,53.29488015,-6.162236959,7
3076,Monkstown Crescent,53.29543258,-6.16600883,7
3077,Montpellier Manor,53.29591949,-6.168448376,7
3078,Golf Club Entrance,53.44025603,-6.249614129,102
3079,Seapoint Avenue,53.29830718,-6.170581692,"84, 7"
3080,Church,53.3002309,-6.174115419,"84, 7"
3081,Frascati Road,53.30061023,-6.17776024,"84, 7"
3082,Frascati Road,53.30045336,-6.178082005,"84, 17"
3083,Frascati Shop Centre,53.30123502,-6.18100458,17
3084,Frascati Shop Centre,53.30138102,-6.181148417,"4, 7"
3085,Train Station,53.3024707,-6.178341224,"114, 17"
3087,Rathingle Cottages,53.44611851,-6.240595885,102
3088,River Valley Lawn,53.45271787,-6.237085693,"41C, 102"
3089,Cherry Avenue,53.44895533,-6.239755926,"41C, 102"
3090,Forest View,53.44961026,-6.241505503,"41C, 102"
3091,Avondale Park,53.27368204,-6.123920235,59
3092,St. Joseph of Cluny,53.27213625,-6.12679186,59
3093,Cluny Grove,53.27033672,-6.130109168,59
3094,Ballinclea Road,53.26919502,-6.12723532,59
3095,Cluny Park,53.27085248,-6.121750097,59
3096,Killiney Grove,53.27044688,-6.118259357,59
3097,Wyvern Estate,53.26991993,-6.115058898,59
3098,Killiney Hill Pk,53.26786865,-6.11436952,59
3099,Victoria Road,53.26484073,-6.115012488,59
3100,Killiney Hill Pk,53.26817618,-6.114490921,59
3101,Fort Lawns,53.26992632,-6.115463442,59
3102,Killiney Grove,53.27047099,-6.118648134,59
3103,Cluny Park,53.27092977,-6.1215218,59
3104,Golf Club,53.26703331,-6.130957985,59
3105,Arnold Park,53.27119319,-6.129127168,59
3106,Arnold Grove,53.27200219,-6.127412485,59
3107,Avondale Park,53.27330217,-6.124341728,59
3108,Bellevue Avenue,53.27458903,-6.1232957,59
3109,Barnhill Road,53.27697361,-6.121751604,59
3110,Station Road,53.27974817,-6.118720513,59
3111,Barnhill Ave,53.27731298,-6.115348385,59
3112,Hawthorn View,53.35051071,-6.544719063,67
3114,Monkstown Road,53.2957958,-6.169758882,"4, 84"
3115,Greenville Road,53.29399196,-6.167600741,"4, 84"
3116,Maynard,53.28992246,-6.167159913,"4, 84"
3117,Link Road,53.28560514,-6.166969752,84
3118,St. Fintan's Villas,53.28398692,-6.166364101,84
3119,Cemetery,53.28155243,-6.165283543,84
3120,Kill Lane,53.27744073,-6.16327026,"63, 84"
3122,South Park,53.27398196,-6.161634186,"63, 84"
3123,Monaloe Crescent,53.27176301,-6.16054488,"63, 84"
3124,Clonkeen Road Opposite South Park Estate,53.26944409,-6.159385013,"63, 84"
3125,Monaloe Crescent,53.26727142,-6.158383898,"63, 84"
3126,Old Bray Road,53.26541396,-6.159168347,"63, 84"
3127,Cabinteely Park,53.26262801,-6.153966269,84
3128,Brennanstown Road,53.26129755,-6.15105548,84
3129,Foot Bridge,53.26145331,-6.148350476,"84, 145"
3130,Kilbogget Park,53.25860341,-6.146000338,"84, 145"
3131,Kilbogget Park,53.25551653,-6.145174599,"84, 145"
3132,Shanganagh Vale,53.25273155,-6.142957062,"84, 145"
3133,Garrison Mews,53.25036159,-6.140841703,"84, 145"
3134,Cherrywood,53.2469068,-6.136031335,"84, 145"
3135,Loughlinstown Hospital,53.24295575,-6.130539109,"84, 145"
3136,Cottsfoot,53.23772812,-6.127336037,"84, 145"
3138,St. Anne's Church,53.23435237,-6.124726895,"84, 145"
3139,Quinn's Road,53.23005463,-6.124075894,"84, 45A, 145"
3140,Quinn's Road,53.22974284,-6.1242543,"84, 45A, 145"
3141,St. Anne's Church,53.23454736,-6.125122861,"84, 145"
3142,Kentfield,53.23806493,-6.127605996,"84, 145"
3143,Loughlinstown Hospital,53.24265364,-6.130762054,"84, 145"
3144,Cherrywood Road,53.24570044,-6.135334527,"84, 145"
3145,Cherrywood,53.24792099,-6.13823511,145
3146,Kilbogget Park,53.25081784,-6.141856004,"84, 145"
3147,Kilbogget Park,53.25526969,-6.145485047,"84, 145"
3148,Kilbogget Park,53.258747,-6.146563729,"84, 145"
3149,St. Brigid's Church,53.26118248,-6.150011119,84
3150,Cabinteely Park,53.26233732,-6.15376892,84
3151,Glen Estate,53.26461383,-6.159157746,84
3152,Monaloe Crescent,53.2674087,-6.158542915,"63, 84"
3153,Old Bray Road,53.26582553,-6.159045722,"63, 84"
3154,Beech Estate,53.27197423,-6.160835693,"63, 84"
